Captura,Web,Evento,Titulo,Categoria,Novedad,Ubicación,Localidad,Precio,Descuento,Fechas,Fecha_inicio,Fecha_fin,Duracion,Idioma,Publico,Puntuación,Valoración,Opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Miss Destierro,Teatro,,Nave 73,Madrid,12,2,12 abr al 26 abr,2019/04/12,2019/04/26,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,"Miss Tupper Sex, en Barcelona",Comedia,,Sala Ars Teatre,Barcelona,"15,50","4,50",04 may al 25 may,2019/05/04,2019/05/25,90 minutos,Español,Adultos,9.0,Extraordinario,666 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Mobilus,Teatro,,SAT!,Barcelona,8,,,2019/04/28,2019/04/28,50,,Infantil,,,
07/04/2019 17:01,Atrapalo,teatro-danza,"Moby Dick, en Catarroja",Teatro,,TAC Francisco Chirivella - Catarroja,Catarroja,5,,,2019/05/04,2019/05/04,90 minutos,Castellano,Adultos,8.0,Muy bueno,50 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,"Molsa, Berenem a L'auditori",Teatro,,Auditori de Cornellà - Sala 2,Cornellà de Llobregat,8,,,2019/06/02,2019/06/02,NA,,Infantil,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Monólogos Comicocos,Monólogos,,Café La Flauta Mágica,Madrid,"3,50","0,50",,2019/04/13,2019/04/13,90 minutos,Español,Adultos,8.8,Excelente,80 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Monólogos en Santoory,Monólogos,,Café Santoory,Valencia,8,2,12 abr al 24 may,2019/04/12,2019/05/24,1 hora y 30 minutos,Español,Adultos,7.9,Bueno,18 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Monólogos Wooooman,Teatro,,Centre Cultural de Martorell,Martorell,"7,50","7,50",,2019/04/12,2019/04/12,1 hora y 30 minutos,Español,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Mr. Buka Presenta?Voilà!,Magia,,SAT!,Barcelona,8,,18 may al 19 may,2019/05/18,2019/05/19,50,Castellano,Familiar,,,
07/04/2019 17:01,Atrapalo,teatro-danza,MuDanza show,Danza,,Teatro Fígaro ,Madrid,20,,24 abr al 28 abr,2019/04/24,2019/04/28,NA,,Adultos,9.6,Extraordinario,19 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Murphy - The Majestic,Magia,,Gran Teatro Bankia Príncipe Pío,Madrid,"13,50","1,50",28 abr al 26 may,2019/04/28,2019/05/26,NA,,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Màtria,Teatro,,Escenari Joan Brossa,Barcelona,14,6,20 jun al 30 jun,2019/06/20,2019/06/30,80 minutos,Catalán,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Más pa allá que pa acá,Comedia,,La Escalera de Jacob,Madrid,6,6,10 abr al 24 abr,2019/04/10,2019/04/24,70 minutos aprox,Español,Adultos,9.1,Extraordinario,1 opinión
07/04/2019 17:01,Atrapalo,teatro-danza,"MúSIcMuSIcAndiS: clown, música y más...",Teatro,,La Casa dels Contes,Barcelona,7,3,,2019/04/28,2019/04/28,NA,,Infantil,9.5,Extraordinario,8 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Nagasaki - Wilderness Mute (Natura Morta),Danza,,Oracles Theatre,Barcelona,15,3,01 jun al 08 jun,2019/06/01,2019/06/08,60 minutos,,Adultos,8.3,Muy bueno,3 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Narradores itinerantes,Teatro,,La Escalera de Jacob,Madrid,7,2,16 may al 13 jun,2019/05/16,2019/06/13,60 minutos,Español,Adultos,9.5,Extraordinario,12 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Neus Motos - Súbete a la Motos si te atreves,Teatro,,Café Teatro Llantiol,Barcelona,10,2,,2019/04/10,2019/04/10,NA,,Adultos,10,Extraordinario,10 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Nit de Comèdia - Som_riure 2019,Monólogos,,L'Horta Teatre,Valencia,9,1,,2019/05/04,2019/05/04,90 minutos,Valenciano,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Nit de comèdia - Toni Moog,Monólogos,,Sarau 08911,Badalona,16,2,,2019/06/15,2019/06/15,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,No cabe un tonto más,Monólogos,,Pequeño Teatro Gran Vía de Madrid ,Madrid,12,,16 abr al 25 jun,2019/04/16,2019/06/25,75 minutos sin descanso,Castellano,Adultos,7.7,Bueno,4 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,No me pises lo fregao,Comedia,,La pequeña comedia,Madrid,7,2,,2019/04/26,2019/04/26,65 minutos,Español,Adultos,9.1,Extraordinario,25 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,"No te vistas para cenar, en Madrid",Comedia,,Teatro Amaya,Madrid,16,3,31 may al 13 jul,2019/05/31,2019/07/13,100 minutos,Español,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Noche Española de arte andaluz en El Cartujano,Espectáculo,,Finca El Cartujano,Mijas Costa,35,,11 abr al 31 oct,2019/04/11,2019/10/31,4 horas y 30 minutos,,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Noches de Rêver Club. Copa & Cabaret,Cabaret,,Rêver Club,Madrid,15,10,12 abr al 26 abr,2019/04/12,2019/04/26,120 minutos,Castellano,Adultos,9.5,Extraordinario,11 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Nuel Galán. Hidden un mago diferente,Magia,,Teatre Talia,Valencia,12,,24 abr al 29 abr,2019/04/24,2019/04/29,90 minutos,Castellano,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Nuestro nombre se pierde en un Vendaval,Teatro,,Teatro de la Estación,Zaragoza,12,3,11 may al 12 may,2019/05/11,2019/05/12,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Oliverio y la tormenta,Teatro,,Teatro Cofidis Alcázar,Madrid,12,,13 abr al 27 abr,2019/04/13,2019/04/27,NA,,Infantil,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Orationbus#SR,Teatro,,Tantarantana - Àtic 22,Barcelona,10,3,25 abr al 05 may,2019/04/25,2019/05/05,60 minutos,Castellano,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Organik,Teatro,,Tarambana Teatro,Madrid,7,1,,2019/05/01,2019/05/01,1 hora,Español,Infantil,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Oskara,Danza,,Auditori de Cornellà,Cornellà de Llobregat,16,,,2019/05/05,2019/05/05,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Otelo a juicio,Teatro,,Teatro Cofidis Alcázar,Madrid,"9,50",,21 abr al 16 jun,2019/04/21,2019/06/16,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Ovelles,Teatro,,El Teatre de Bescanó,Bescanó,13,5,,2019/04/13,2019/04/13,60 minutos,Catalán,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Ovelles,Teatro,,Teatre del Mercat Vell,Ripollet,12,4,,2019/05/17,2019/05/17,70 minutos,Catalán,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Pa la Habana,Teatro,,Gran Teatro Bankia Príncipe Pío,Madrid,"13,50","1,50",12 abr al 25 may,2019/04/12,2019/05/25,NA,,Adultos,5.5,,
07/04/2019 17:01,Atrapalo,teatro-danza,"Pa' qué nos conquistan, en Madrid",Monólogos,,Superlativo Bar,Madrid,7,3,,2019/04/14,2019/04/14,90 minutos,Español,Adultos,8.9,Excelente,58 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,"Pablo Carrascosa, en Valencia ",Monólogos,,Sala Girasol,Valencia,8,4,,2019/04/13,2019/04/13,1 hora y 15 minutos,Español,Adultos,9.1,Extraordinario,182 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Palacio del flamenco ,Espectáculo,,Palacio del flamenco,Barcelona,12,10,07 abr al 31 dic,2019/04/07,2019/12/31,60 minutos sin intermedio,,Adultos,8.1,Muy bueno,301 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,"Pantomima Full,en Madrid",Comedia,,Teatro Cofidis Alcázar,Madrid,16,,13 abr al 14 jun,2019/04/13,2019/06/14,80 minutos,Castellano,Adultos,8.1,Muy bueno,45 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,"Papás, quiero ser mago",Magia,,La Escalera de Jacob,Madrid,6,4,14 abr al 03 may,2019/04/14,2019/05/03,NA,,Infantil,8.7,Excelente,2001 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Parque Lezama,Teatro,,Teatro Fígaro ,Madrid,19,13,28 ago al 13 oct,2019/08/28,2019/10/13,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Patricia Galván - Forever Venado,Monólogos,,Beer Station,Madrid,8,4,16 abr al 30 abr,2019/04/16,2019/04/30,1 hora y 30 minutos,,Adultos,9.8,Extraordinario,22 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,"Perra de nadie, en Altea",Teatro,,Palau Altea,Altea,15,,,2019/04/14,2019/04/14,90,Castellano,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Persona,Teatro,,BARTS,Barcelona,25,,15 abr al 16 abr,2019/04/15,2019/04/16,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,"Peter Pan y Wendy, en Altea",Teatro,,Palau Altea,Altea,10,,,2019/06/02,2019/06/02,90,Castellano,Infantil,,,
07/04/2019 17:01,Atrapalo,teatro-danza,"Piaf, voz y delirio",Teatro,,Teatro Cofidis Alcázar,Madrid,13,,19 jun al 10 ago,2019/06/19,2019/08/10,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Pica Pica,Teatro,,Auditori Fórum - CCIB,Barcelona,22,,,2019/04/28,2019/04/28,NA,,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Piedad,Teatro,,Sala Cada Segundo,Aranjuez,5,,12 abr al 27 abr,2019/04/12,2019/04/27,20 minutos,Español,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Piezas breves: Yo no puedo olvidarla - California,Teatro,,Teatro Círculo,Valencia,9,,11 abr al 14 abr,2019/04/11,2019/04/14,60 minutos,,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Pim Pam Pum Juego,Teatro,,Soho Teatro,Madrid,10,5,13 abr al 27 abr,2019/04/13,2019/04/27,1 hora,Español,Infantil,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Piratas del Mediterráneo. En busca del tesoro,Teatro,,Teatro Prosperidad,Madrid,5,1,,2019/04/14,2019/04/14,30 minutos,"Español, Español",Infantil,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Pongamos que no hablo en Madrid,Impro,,Artespacio Plot Point - Sala K,Madrid,10,2,10 may al 31 may,2019/05/10,2019/05/31,NA,,Adultos,8.8,Excelente,8 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Por los pelos,Comedia,,Teatro Príncipe Gran Vía,Madrid,17,,29 may al 04 ago,2019/05/29,2019/08/04,2 horas (descanso de 5 min),Castellano,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Premi de Dansa IT,Danza,,SAT!,Barcelona,10,,,2019/04/27,2019/04/27,60 minutos,Catalán,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Quiero tener la voz de Joe Cocker,Monólogos,,Teatro Lara - Sala Lola Membrives,Madrid,12,4,10 abr al 29 may,2019/04/10,2019/05/29,70 minutos,Español,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Random,Teatro,,Antic Teatre,Barcelona,12,3,,2019/04/07,2019/04/07,50 minutos,,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Raro,Magia,,Sala Houdini,Madrid,14,4,12 abr al 24 may,2019/04/12,2019/05/24,NA,,Adultos,9.4,Extraordinario,27 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Rateta...i si escombres l'escaleta,Teatro,,Jove Teatre Regina,Barcelona,9,"1,80",27 abr al 05 may,2019/04/27,2019/05/05,70 minutos,Catalán,Infantil,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Raval Club Comedy: El Humor es Cultura,Monólogos,,Teatre del Raval,Barcelona,12,6,24 may al 22 jun,2019/05/24,2019/06/22,90 minutos,"Español, Catalán",Para todas las edades,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Raval Club Comedy: Riot Comedy,Monólogos,,Teatre del Raval,Barcelona,12,6,10 may al 10 ago,2019/05/10,2019/08/10,90 minutos,Español,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Raúl Massana - La Voz y el Martillo,Monólogos,,Beer Station,Madrid,8,4,07 abr al 25 abr,2019/04/07,2019/04/25,90 minutos,Español,Adultos,9.2,Extraordinario,55 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Relieves - Del mito a la danza,Danza,,Teatre Talia,Valencia,16,,04 jul al 14 jul,2019/07/04,2019/07/14,90 minutos,Castellano,Adultos,9.5,Extraordinario,4 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Ricard III,Teatro,,Escenari Joan Brossa,Barcelona,14,6,16 may al 02 jun,2019/05/16,2019/06/02,90 minutos,"Catalán, Inglés y Danés",Para todas las edades,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Robo en el museo,Teatro,,La Sala Mayko - Espacio OFF,Madrid,12,2,,2019/04/13,2019/04/13,60 minutos,Español,Infantil,9.1,Extraordinario,6 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,"Roger Pelàez, Mandonguilles de frenillo",Monólogos,,Antic Teatre,Barcelona,6,,07 may al 04 jun,2019/05/07,2019/06/04,50 minutos,Catalán,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Romance de Cucaracha,Teatro,,Teatro Lagrada,Madrid,7,2,13 abr al 28 abr,2019/04/13,2019/04/28,NA,,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,teatro-danza,"Rottweiler, de Guillermo Heras",Teatro,,Teatro de la Estación,Zaragoza,12,3,,2019/04/30,2019/04/30,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Röbota (Servitud),Teatro,,Teatre Tantarantana,Barcelona,14,7,07 abr al 14 abr,2019/04/07,2019/04/14,75 minutos,Castellano,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,S'estenen,Teatro,,Teatre Tantarantana,Barcelona,14,7,,2019/05/14,2019/05/14,75 minutos,Catalán y Castellano,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Sans paroles - Ciclo Very Important Women,Teatro,,Almazen,Barcelona,6,6,,2019/05/11,2019/05/11,60 minutos,Lenguaje gestual,Para todas las edades,9.1,Extraordinario,9 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Santi Rodríguez - Infarto. No vayas a la luz,Monólogos,,Teatro Cofidis Alcázar,Madrid,16,4,13 abr al 29 jun,2019/04/13,2019/06/29,NA,,Adultos,9.1,Extraordinario,49 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Saray Fernández 'La Pitita' - Panorama Flamenco,Danza,,Teatre Talia,Valencia,18,,,2019/06/11,2019/06/11,90 minutos,Castellano,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Showtime Live,Cabaret,,A consultar en texto (Santa Cruz de Tenerife),Santa Cruz de Tenerife,19,,08 abr al 05 jun,2019/04/08,2019/06/05,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,"Si crees que tienes razón, estás muy equivocado ",Teatro,,Arlequín Gran Vía Teatro,Madrid,17,,12 abr al 27 abr,2019/04/12,2019/04/27,NA,,Adultos,7.2,Bueno,11 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Siamesas,Teatro,,Sala Intemperie Teatro,Madrid,8,2,13 abr al 27 abr,2019/04/13,2019/04/27,55 minutos,Español,Adultos,10,Extraordinario,2 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,"Sinacio, por fin solo",Monólogos,,Teatro Cofidis Alcázar,Madrid,12,,,2019/05/31,2019/05/31,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Singles,Comedia,,Teatro Lara - Sala Lola Membrives,Madrid,12,4,07 jun al 02 ago,2019/06/07,2019/08/02,75 minutos,Español,Para todas las edades,8.3,Muy bueno,82 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Soho Magic Library ,Magia,,Soho Teatro,Madrid,15,2,12 abr al 26 abr,2019/04/12,2019/04/26,75 minutos,,Adultos,8.4,Muy bueno,8 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Soy de pura madre,Monólogos,,Pequeño Teatro Gran Vía de Madrid ,Madrid,15,,09 abr al 18 jun,2019/04/09,2019/06/18,NA,,Adultos,10,Extraordinario,1 opinión
07/04/2019 17:01,Atrapalo,teatro-danza,Sudando el discurso,Danza,,Réplika Teatro,Madrid,10,2,,2019/04/13,2019/04/13,50 minutos,,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Superhombre Beta,Monólogos,,Teatro de las Aguas,Madrid,10,2,,2019/04/19,2019/04/19,80 minutos,Español,Adultos,10,Extraordinario,5 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Sé infiel y no mires con quién,Teatro,,Teatro Amaya,Madrid,16,6,30 oct al 19 ene,2019/10/30,2020/01/19,90 minutos,Español,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,T de Microteatre ,Teatro,,Auditori de Cornellà - Sala 2,Cornellà de Llobregat,8,,,2019/05/03,2019/05/03,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Tardes con Colombine,Teatro,,Sala Nueve Norte ,Madrid,12,6,04 may al 25 may,2019/05/04,2019/05/25,70 minutos,Español,Para todas las edades,9.7,Extraordinario,36 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Tardes de zarzuela,Zarzuela,,El Rincón de La Rodríguez,Madrid,18,1,11 abr al 12 dic,2019/04/11,2019/12/12,2 horas,Español,Adultos,9.4,Extraordinario,32 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Teatro breve: Las ganas de reñir y Sangre gorda,Teatro,,Teatro Prosperidad,Madrid,9,3,,2019/04/13,2019/04/13,15 min y 20 min,Español,Adultos,9.7,Extraordinario,3 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,The Century's (un segle darrera el Jazz),Teatro,,Teatre Tantarantana,Barcelona,7,2,07 abr al 28 abr,2019/04/07,2019/04/28,55 minutos,Catalán,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,teatro-danza,"The Opera Locos, en Altea",Teatro,,Palau Altea,Altea,15,,,2019/05/05,2019/05/05,90,Castellano,Adultos,10,Extraordinario,1 opinión
07/04/2019 17:01,Atrapalo,teatro-danza,Theatrum Mundi (una comedia sin título),Teatro,,Espai Escènic Carro de Baco,Santa Coloma de Gramanet,10,2,31 may al 01 jun,2019/05/31,2019/06/01,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Todo es plástico,Teatro,,Nave 73,Madrid,12,2,11 abr al 25 abr,2019/04/11,2019/04/25,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,TOMÁS,Teatro,,Cincómonos,Barcelona,14,4,,2019/04/11,2019/04/11,55 minutos,Español,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Tot esperant Godot,Teatro,,Teatre Tantarantana,Barcelona,14,7,17 may al 19 may,2019/05/17,2019/05/19,NA,,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Tribu de Poetas,Teatro,,Teatro Tribueñe,Madrid,6,2,,2019/04/27,2019/04/27,60 minutos,Español,Adultos,6.4,Correcto,7 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Txema the postman,Teatro,,Jove Teatre Regina,Barcelona,9,"1,80",,2019/05/18,2019/05/18,55 minutos,Catalán,Infantil,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Un cambio demente,Monólogos,,Teatro Cofidis Alcázar,Madrid,"12,50",,16 abr al 25 jun,2019/04/16,2019/06/25,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Un mago muy loco,Magia,,Sala Houdini,Madrid,13,1,,2019/05/25,2019/05/25,1 hora y 15 minutos,Español,Familiar,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Una gossa en un descampat,Teatro,,Sala Beckett - Sala de Baix,Barcelona,14,,20 sep al 13 oct,2019/09/20,2019/10/13,90 minutos,Catalán,Adultos,9.5,Extraordinario,8 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,"Una Ilíada, en Llagostera - 15a edició d'Escenaris 19",Teatro,,Teatre Casino Llagosterenc,Llagostera,5,5,,2019/04/27,2019/04/27,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Una tienda en París,Teatro,,Teatre Talia,Valencia,16,,02 may al 12 may,2019/05/02,2019/05/12,85 minutos,Castellano,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Venga Monjas,Monólogos,,Teatro Cofidis Alcázar,Madrid,16,,,2019/05/10,2019/05/10,100 minutos aprox.,Castellano,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,"Versos del alma, recorrido por la poesía mística española",Teatro,,Estudio2 Manuel Galiana,Madrid,10,2,18 abr al 19 abr,2019/04/18,2019/04/19,50 minutos,,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Vida,Teatro,,Teatre Romea,Barcelona,15,,,2019/04/14,2019/04/14,55 minutos,Castellano,Familiar,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Vino Lunar,Teatro,,Tantarantana - Àtic 22,Barcelona,10,3,23 may al 09 jun,2019/05/23,2019/06/09,60 minutos,Castellano,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Visitas teatralizadas del Teatro Lara,Teatro,,Teatro Lara,Madrid,12,,,2019/04/14,2019/04/14,40 minutos,Español,Para todas las edades,8.7,Excelente,9 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Viviendo del cuento,Comedia,,Teatre Talia,Valencia,10,3,,2019/05/04,2019/05/04,90 minutos,Castellano,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Voltaire - Rousseau La disputa,Teatro,,Teatre-Auditori de Sant Cugat,Sant Cugat del Vallès,21,,,2019/05/24,2019/05/24,1 hora y 30 minutos,Castellano,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,"Volvió una noche, en Valencia",Teatro,,Teatre Talia,Valencia,16,,30 may al 09 jun,2019/05/30,2019/06/09,90 minutos,Castellano,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Woody Aragón - La Ilusión la pintan calva,Magia,,Teatro Encantado,Madrid,15,5,,2019/04/13,2019/04/13,90 minutos,,Adultos,9.4,Extraordinario,251 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Yo Sobreviví a la EGB por Jordi Merca,Monólogos,,Centre Cultural de Martorell,Martorell,12,3,,2019/06/07,2019/06/07,1 hora y 30 minutos,Español,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Yo soy el Rey León,Teatro,,El Teatret,Valencia,6,,27 abr al 28 abr,2019/04/27,2019/04/28,45 minutos,Castellano,Infantil,7.7,Bueno,53 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,"¡Qué me van a hablar de amor! Tangos, boleros y otros cuentos",Teatro,,La Casa dels Contes,Barcelona,10,4,27 abr al 18 may,2019/04/27,2019/05/18,60 minutos,Español,Adultos,9.9,Extraordinario,22 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,¿Crees que eres raro? - Javi Martín,Magia,,La Buena Ventura,Madrid,10,,,2019/05/18,2019/05/18,NA,,Adultos,9.2,Extraordinario,23 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,¿La vida es sueño? o #Gwenismürfila,Teatro,,Sala Versus Glòries,Barcelona,12,8,22 may al 02 jun,2019/05/22,2019/06/02,50 minutos,Catalán y castellano,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,¿Quién soy?,Teatro,,La Sala Mayko - Espacio OFF,Madrid,7,3,27 abr al 28 abr,2019/04/27,2019/04/28,30 minutos,Español,Infantil,8.5,Excelente,4 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,"¿Qué paso con Michael Jackson?, en Catarroja",Teatro,,TAC Francisco Chirivella - Catarroja,Catarroja,3,,,2019/05/11,2019/05/11,90 minutos,Castellano,Adultos,,,
07/04/2019 17:01,Atrapalo,teatro-danza,Álbum de la zarzuela - Antología,Zarzuela,,Teatro EDP Gran Vía,Madrid,14,6,07 ago al 11 ago,2019/08/07,2019/08/11,NA,,Para todas las edades,7.0,Bueno,4 opiniones
07/04/2019 17:01,Atrapalo,teatro-danza,Íntimament Llach,Teatro,,El Teatre de Bescanó,Bescanó,6,4,,2019/05/19,2019/05/19,60 minutos,Catalán,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,musica,Rhapsody of Queen,Tributos,,Teatre Coliseum,Barcelona,25,,12 abr al 14 abr,2019/04/12,2019/04/14,160 minutos aprox,Español,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,musica,Requiem de Mozart en la Basílica de Santa María del Mar,Clásica,,Basílica de Santa María del Mar,Barcelona,20,5,10 abr al 12 abr,2019/04/10,2019/04/12,NA,,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,musica,Juan Luis Guerra en Madrid,Conciertos,,WiZInk Center,Madrid,33,,,2019/06/27,2019/06/27,2 horas y 30 minutos,Español,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,musica,Rozalén,Conciertos,,La Farga de l'Hospitalet,Hospitalet de Llobregat,24,,,2019/04/26,2019/04/26,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,musica,"Tributo a Queen, con Play The Game",Tributos,,Luz de Gas,Barcelona,13,2,,2019/07/13,2019/07/13,100 minutos,,Adultos,,,
07/04/2019 17:01,Atrapalo,musica,"We love Queen, en Madrid",Tributos,,Teatro La Latina,Madrid,15,,05 jun al 23 jun,2019/06/05,2019/06/23,2 horas,Castellano,Adultos,8.8,Excelente,19 opiniones
07/04/2019 17:01,Atrapalo,musica,"Flower Power Party 3, Janis joplin - La Kozmic Band and The doors  ",Tributos,,Luz de Gas,Barcelona,13,,,2019/04/27,2019/04/27,150 minutos,,Adultos,,,
07/04/2019 17:01,Atrapalo,musica,Beret,Conciertos,,La Farga de l'Hospitalet,Hospitalet de Llobregat,24,,,2019/04/27,2019/04/27,NA,,Adultos,,,
07/04/2019 17:01,Atrapalo,musica,Michael's Legacy,Tributos,,BARTS,Barcelona,25,,13 abr al 21 abr,2019/04/13,2019/04/21,120 min sin descanso,Español,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,musica,La Gioconda,Clásica,,Gran Teatre del Liceu,Barcelona,12,,07 abr al 15 abr,2019/04/07,2019/04/15,3 horas y 55 minutos,,Para todas las edades,,,
07/04/2019 17:01,Atrapalo,musica,Barcelona Guitar Trío & Dance - Palau de la Música,Clásica,,Palau de la Música Catalana,Barcelona,25,14,15 abr al 31 may,2019/04/15,2019/05/31,75 minutos,,Adultos,9.3,Extraordinario,176 opiniones
