Captura,Web,Evento,Titulo,Categoria,Novedad,Ubicación,Localidad,Precio,Descuento,Fechas,Fecha_inicio,Fecha_fin,Duracion,Idioma,Publico,Puntuación,Valoración,Opiniones
07/04/2019 16:52,Atrapalo,circo,"Circo Alegría - Circo Sobre Agua, en Huelva",Circo,,Parque Comercial Marismas del Polvorín,Huelva,8,,,2019/04/07,2019/04/07,90 minutos,Castellano,Familiar,7.8,Bueno,103 opiniones
07/04/2019 16:53,Atrapalo,teatro-danza,Dani Delacámara - Yo maté al rey León,Monólogos,,Teatro Reina Victoria,Madrid,10,4,,2019/04/14,2019/04/14,90 minutos,Castellano,Adultos,9.5,Extraordinario,269 opiniones
07/04/2019 16:53,Atrapalo,teatro-danza,El Drac Màgic - Teatro para bebés,Teatro,,Sala Fènix,Barcelona,"6,50",,14 abr al 28 abr,2019/04/14,2019/04/28,35 minutos,Catalán,Infantil,9.7,Extraordinario,11 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Atrapado x la magia,Magia,,Teatros Luchana,Madrid,8,6,19 abr al 28 abr,2019/04/19,2019/04/28,NA,,Para todas las edades,9.6,Extraordinario,25 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"Oh, ¡Mami!",Comedia,,Teatro Borrás,Barcelona,19,5,07 abr al 26 may,2019/04/07,2019/05/26,90 minutos,Catalán,Adultos,,,
07/04/2019 16:59,Atrapalo,teatro-danza,Santi Rodríguez - Infarto,Monólogos,,Club Capitol,Barcelona,20,,,2019/04/30,2019/04/30,NA,,Adultos,,,
07/04/2019 16:59,Atrapalo,teatro-danza,Perfectos desconocidos,Teatro,,Teatro Reina Victoria,Madrid,"12,60","5,40",07 abr al 23 jun,2019/04/07,2019/06/23,90 minutos,Castellano,Adultos,9.0,Extraordinario,572 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Monólogos de humor - Chocita del Loro Gran vía,Monólogos,,Teatro Chocita del Loro - Senator,Madrid,12,6,07 abr al 30 abr,2019/04/07,2019/04/30,1 hora y 30 minutos,Castellano,Adultos,8.7,Excelente,11543 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"Nada es imposible - Mago Pop, en Madrid",Magia,,Teatro Rialto Madrid,Madrid,"20,83","2,32",07 abr al 23 jun,2019/04/07,2019/06/23,90 minutos,Castellano,Para todas las edades,9.1,Extraordinario,1849 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Impro Show,Impro,,Teatreneu,Barcelona,12,8,07 abr al 31 may,2019/04/07,2019/05/31,80 minutos,Castellano,Adultos,8.6,Excelente,5288 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Burundanga,Comedia,,Teatro Maravillas,Madrid,16,4,07 abr al 30 jun,2019/04/07,2019/06/30,90 minutos,Español,Adultos,8.4,Muy bueno,12663 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"La Golondrina con Carmen Maura, en Madrid",Teatro,,Teatro Infanta Isabel,Madrid,20,,07 abr al 05 may,2019/04/07,2019/05/05,90 minutos,,Adultos,8.9,Excelente,71 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,El curioso incidente del perro a medianoche ,Teatro,,Teatro Marquina,Madrid,16,4,07 abr al 05 may,2019/04/07,2019/05/05,135 minutos,Castellano,Adultos,8.9,Excelente,668 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"Las noches de El Club de la Comedia, en Madrid",Monólogos,,Teatro Rialto Madrid,Madrid,18,2,13 abr al 25 may,2019/04/13,2019/05/25,90 minutos,,Adultos,8.7,Excelente,2758 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,La Tendresa,Teatro,,Teatre Poliorama,Barcelona,8,2,07 abr al 19 abr,2019/04/07,2019/04/19,110 minutos,Catalán,Adultos,9.2,Extraordinario,238 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"David Guapo - #quenonosfrunjanlafiesta1, en Barcelona",Monólogos,,Club Capitol,Barcelona,23,,12 abr al 01 jun,2019/04/12,2019/06/01,1 hora y 20 minutos,Español,Adultos,9.0,Extraordinario,3269 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,En ocasiones veo a Umberto - 2ª temporada,Comedia,,Teatro Muñoz Seca,Madrid,"8,75","8,75",07 abr al 26 may,2019/04/07,2019/05/26,95 minutos,Castellano,Adultos,8.5,Excelente,2416 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"Tinder Sorpresa - Andreu Casanova, en Barcelona",Monólogos,,Club Capitol Sala 2,Barcelona,14,6,07 abr al 21 abr,2019/04/07,2019/04/21,NA,,Adultos,9.2,Extraordinario,1234 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"Toc Toc - 10º Temporada, en Madrid",Comedia,,Teatro Príncipe Gran Vía,Madrid,15,,07 abr al 05 may,2019/04/07,2019/05/05,110 minutos,Castellano,Adultos,8.2,Muy bueno,6279 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Dos más dos,Comedia,,Teatro Lara,Madrid,16,6,07 abr al 29 sep,2019/04/07,2019/09/29,100 min,Español,Adultos,8.6,Excelente,1325 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Ben - Hur,Comedia,,Teatro La Latina,Madrid,"16,50","5,50",07 abr al 26 may,2019/04/07,2019/05/26,100 minutos,Castellano,Adultos,7.7,Bueno,25 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"Los hombres son de Marte y las mujeres de Venus, en Madrid ",Comedia,,Nuevo Teatro Alcalá - Sala 2,Madrid,"11,40","7,60",07 abr al 09 jun,2019/04/07,2019/06/09,90 minutos,Castellano,Adultos,8.4,Muy bueno,2439 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Señora de Rojo Sobre Fondo Gris,Teatro,,Teatre Romea,Barcelona,19,2,07 abr al 12 may,2019/04/07,2019/05/12,90 minutos,Castellano,Adultos,8.9,Excelente,18 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,100% Toni Moog - 2ª temporada,Monólogos,,Club Capitol,Barcelona,15,4,07 abr al 05 may,2019/04/07,2019/05/05,70 minutos,Español,Adultos,8.0,Muy bueno,159 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Ponte en mi lugar,Comedia,,Teatro Muñoz Seca,Madrid,"8,75","8,75",07 abr al 26 may,2019/04/07,2019/05/26,80 minutos,Castellano,Adultos,8.8,Excelente,682 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"Miguel Lago Pone Orden, en Madrid",Monólogos,,Teatro Reina Victoria,Madrid,16,2,12 abr al 29 jun,2019/04/12,2019/06/29,90 minutos aprox,Catellano,Adultos,9.3,Extraordinario,1133 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Yo sobreviví a la EGB,Monólogos,,Aquitània Teatre,Barcelona,14,4,13 abr al 18 may,2019/04/13,2019/05/18,75 minutos aproximadamente,Español,Adultos,9.2,Extraordinario,1229 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"Nada es imposible - Mago Pop, en Barcelona",Magia,,Teatre Victòria (Barcelona),Barcelona,"16,50",,18 sep al 13 oct,2019/09/18,2019/10/13,90 minutos,Castellano,Para todas las edades,9.1,Extraordinario,1840 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"David Guapo - #quenonosfrunjanlafiesta1, en Mallorca",Monólogos,,Trui Teatre,Palma de Mallorca,18,,19 abr al 20 abr,2019/04/19,2019/04/20,NA,,Para todas las edades,9.0,Extraordinario,3248 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Els homes són de Mart i les dones de Venus,Monólogos,,Club Capitol Sala 2,Barcelona,16,3,10 abr al 19 may,2019/04/10,2019/05/19,90 minutos,Catalán,Adultos,8.4,Muy bueno,1572 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"Los Morancos, en Madrid - x 40 +",Teatro,,Teatro Nuevo Apolo,Madrid,27,,12 abr al 28 abr,2019/04/12,2019/04/28,90 minutos,Español,Para todas las edades,9.2,Extraordinario,458 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Daniel Collado - 12% Ilusionismo para genios,Magia,,Sala 12%,Madrid,18,7,10 abr al 31 may,2019/04/10,2019/05/31,90 minutos,Español,Adultos,9.8,Extraordinario,565 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Federico García,Danza,,Teatre Goya,Barcelona,15,9,07 abr al 28 abr,2019/04/07,2019/04/28,90 minutos,Castellano,Adultos,9.5,Extraordinario,56 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"Jamming Show, en Madrid",Impro,,Teatro Maravillas,Madrid,13,5,12 abr al 29 jun,2019/04/12,2019/06/29,NA,,Adultos,8.7,Excelente,2844 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,El Sentido del Humor - Dos Tontos y Yo,Comedia,,Teatre Coliseum,Barcelona,25,,,2019/04/07,2019/04/07,NA,,Adultos,6.4,Correcto,39 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"Álex Clavero - #mimadreestrendingtopic, en Madrid",Monólogos,,Cine Palacio de la Prensa - Sala 1,Madrid,12,,27 abr al 29 jun,2019/04/27,2019/06/29,70 minutos,Castellano,Adultos,9.4,Extraordinario,1178 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"Los futbolísimos, el musical ",Teatro,,Teatro La Latina,Madrid,"7,80","4,20",13 abr al 28 abr,2019/04/13,2019/04/28,70 minutos,Castellano,Familiar,8.2,Muy bueno,128 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"Las noches de El Club de la Comedia, en Barcelona",Monólogos,,Teatre Poliorama,Barcelona,18,2,13 abr al 27 abr,2019/04/13,2019/04/27,90 minutos aprox.,Castellano,Adultos,8.4,Muy bueno,1784 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"Karim - Sólo para adultos, en Madrid",Monólogos,,Teatros Luchana,Madrid,16,2,13 abr al 01 may,2019/04/13,2019/05/01,70 min,Español,Adultos,9.4,Extraordinario,1158 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,El llibre de la Selva,Teatro,,Teatreneu,Barcelona,10,5,13 abr al 05 may,2019/04/13,2019/05/05,65 minutos,Catalán,Infantil,9.1,Extraordinario,12 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,El jefe,Comedia,,Arlequín Gran Vía Teatro,Madrid,12,8,07 abr al 28 abr,2019/04/07,2019/04/28,NA,,Adultos,7.8,Bueno,77 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Emociones - Espectáculo flamenco,Danza,,Teatro Flamenco Madrid,Madrid,16,9,07 abr al 28 dic,2019/04/07,2019/12/28,60 minutos sin descanso,Español,Adultos,8.5,Excelente,233 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Vermunólogos,Monólogos,,Café Teatro Llantiol,Barcelona,10,4,12 abr al 26 abr,2019/04/12,2019/04/26,2 horas,Español,Adultos,9.2,Extraordinario,1419 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"El Cavernícola, 10ª Temporada",Monólogos,,Teatro Infanta Isabel,Madrid,"17,50","7,50",12 abr al 20 abr,2019/04/12,2019/04/20,90 minutos,Español,Adultos,8.4,Muy bueno,12072 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Cluedo 1910,Teatro,,La Caja Lista,Madrid,18,5,11 abr al 27 abr,2019/04/11,2019/04/27,80 min,,Adultos,9.2,Extraordinario,146 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Sara Baras - Sombras,Danza,,Teatre Tívoli,Barcelona,25,,25 abr al 19 may,2019/04/25,2019/05/19,NA,,Adultos,9.2,Extraordinario,30 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Ultrashow - Miguel Noguera en Madrid,Monólogos,,Teatros Luchana,Madrid,14,2,03 may al 05 jul,2019/05/03,2019/07/05,75 min,Español,Adultos,8.5,Excelente,68 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Monólogos de humor - Chocita del Loro Av. Brasil,Monólogos,,Teatro Chocita del Loro - Avenida Brasil,Madrid,8,4,07 abr al 28 abr,2019/04/07,2019/04/28,80 minutos,,Adultos,9.1,Extraordinario,469 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"Sex Escape ¡Escapa como puedas!, en Barcelona",Comedia,,Eixample Teatre,Barcelona,12,12,07 abr al 28 abr,2019/04/07,2019/04/28,70 minutos,Español,Adultos,7.9,Bueno,425 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,La vuelta al mundo en 80 días,Teatro,,Teseo Teatro,Madrid,9,2,12 abr al 28 abr,2019/04/12,2019/04/28,75 minutos,Español,Familiar,9.1,Extraordinario,69 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Jaque a lo imposible,Magia,,Sala Houdini,Madrid,14,6,11 abr al 27 jun,2019/04/11,2019/06/27,90 minutos,Español,Para todas las edades,9.3,Extraordinario,225 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Muerte en el Nilo,Teatro,,Teatro Amaya,Madrid,14,6,10 abr al 28 abr,2019/04/10,2019/04/28,100 minutos,,Adultos,5.5,,
07/04/2019 16:59,Atrapalo,teatro-danza,Imbéciles - Ramón LSD,Monólogos,,Café Teatro Llantiol,Barcelona,15,5,13 abr al 25 may,2019/04/13,2019/05/25,75  minutos,Castellano,Adultos,9.6,Extraordinario,111 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Juan Dávila - Ten karma,Monólogos,,Teatro Chocita del Loro - Senator,Madrid,15,3,13 abr al 27 abr,2019/04/13,2019/04/27,NA,,Adultos,9.3,Extraordinario,85 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Agència Matrimonial 7 d'Amor,Teatro,,Teatreneu,Barcelona,"12,50","9,50",07 abr al 26 may,2019/04/07,2019/05/26,70 minutos,"Español, Catalán",Adultos,8.9,Excelente,1303 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Improvisa tío!!,Impro,,Teatros Luchana,Madrid,10,8,13 abr al 27 abr,2019/04/13,2019/04/27,60 minutos,Español,Adultos,8.9,Excelente,653 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,El Mago de Oz,Teatro,,Teseo Teatro,Madrid,9,2,13 abr al 27 abr,2019/04/13,2019/04/27,75 minutos,Castellano,Infantil,9.1,Extraordinario,2496 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Magia Comedy,Comedia,,Eixample Teatre,Barcelona,12,12,07 abr al 27 abr,2019/04/07,2019/04/27,80 minutos,Español,Adultos,9.4,Extraordinario,1122 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"El Monaguillo - ¿Solo lo veo yo?, en Madrid ",Monólogos,,Teatro La Latina,Madrid,14,,10 may al 07 jun,2019/05/10,2019/06/07,75 minutos,Español,Para todas las edades,8.6,Excelente,61 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Inés la Maga - MagicROOM,Magia,,Hotel Petit Palace Santa Bárbara,Madrid,10,10,13 abr al 16 jun,2019/04/13,2019/06/16,1 hora y 10 minutos,,Para todas las edades,9.4,Extraordinario,1190 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"La casa de Bernarda Alba, en Madrid",Teatro,,Teatro Victoria Madrid,Madrid,13,9,12 abr al 27 abr,2019/04/12,2019/04/27,90 minutos aprox.,Español,Adultos,9.0,Extraordinario,455 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Vaquero,Monólogos,,Cine Palacio de la Prensa - Sala 1,Madrid,12,,26 abr al 15 jun,2019/04/26,2019/06/15,60 minutos,Castellano,Adultos,8.1,Muy bueno,238 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Monólogos en la Chocita del Loro Carabanchel,Monólogos,,La chocita del Loro - Carabanchel,Madrid,"7,50","2,50",07 abr al 28 abr,2019/04/07,2019/04/28,80 minutos con descanso,Castellano,Adultos,8.7,Excelente,3998 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Óscar o la felicidad de existir,Teatro,,Arapiles 16,Madrid,"8,50","8,50",07 abr al 21 abr,2019/04/07,2019/04/21,80 minutos,,Adultos,9.2,Extraordinario,500 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Mentalismo en el Museo de Cera con Pablo Raijenstein,Mentalismo,,Museo de Cera de Madrid,Madrid,18,2,12 abr al 31 may,2019/04/12,2019/05/31,80 minutos aprox,,Adultos,8.8,Excelente,37 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Florida Retiro Dinner Show,Espectáculo,,Florida Retiro				,Madrid,80,,12 abr al 29 jun,2019/04/12,2019/06/29,180 minutos,Castellano,Adultos,,,
07/04/2019 16:59,Atrapalo,teatro-danza,"Peter Pan, El Musical",Teatro,,Teatre Apolo,Barcelona,"15,30","2,70",13 abr al 05 may,2019/04/13,2019/05/05,1 hora y 40 minutos,Español,Familiar,8.5,Excelente,581 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"La Culpa, en Valencia",Teatro,,Teatro Olympia,Valencia,20,,,2019/04/07,2019/04/07,90,Castellano,Adultos,7.7,Bueno,8 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Tablao Flamenco Almonte,Espectáculo,,Tablao Flamenco Almonte,Madrid,15,10,09 abr al 30 abr,2019/04/09,2019/04/30,NA,,Adultos,8.9,Excelente,147 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Los Cuentilocos,Teatro,,Teatro Victoria Madrid,Madrid,9,2,20 abr al 27 abr,2019/04/20,2019/04/27,60 minutos,Español,Infantil,9.1,Extraordinario,409 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Jack y las habichuelas mágicas,Teatro,,Teatros Luchana,Madrid,8,6,13 abr al 28 abr,2019/04/13,2019/04/28,60 minutos,Español,Familiar,9.1,Extraordinario,329 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,La isla del tesoro,Teatro,,Estudio2 Manuel Galiana,Madrid,9,3,13 abr al 05 may,2019/04/13,2019/05/05,80 minutos,Español,Infantil,9.0,Extraordinario,924 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,La Passió d'Esparreguera,Teatro,,Teatre La Passió d'Esparreguera,Esparreguera,"13,20","8,80",13 abr al 05 may,2019/04/13,2019/05/05,4 horas,Catalán,Para todas las edades,9.3,Extraordinario,13 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Comedy Nights en Beer Station,Monólogos,,Beer Station,Madrid,8,4,07 abr al 30 abr,2019/04/07,2019/04/30,1 hora y 15 minutos,Castellano,Adultos,8.2,Muy bueno,5693 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Suite - Magia en primera fila para 14 elegidos,Magia,,H10 Villa de la Reina - Boutique Hotel,Madrid,13,32,07 abr al 26 may,2019/04/07,2019/05/26,75 minutos,Español,Adultos,9.6,Extraordinario,1440 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Amor y efectos secundarios,Comedia,,Teatreneu,Barcelona,14,10,13 abr al 18 may,2019/04/13,2019/05/18,70 minutos,"Español, Catalán",Adultos,9.0,Extraordinario,108 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Jorge Blass - Magia 360º,Magia,,Gran Teatro Bankia Príncipe Pío,Madrid,25,,,2019/04/07,2019/04/07,90 minutos,Español,Para todas las edades,8.3,Muy bueno,21 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"Los tres cerditos, en Madrid",Teatro,,Karpas Teatro,Madrid,8,2,13 abr al 28 abr,2019/04/13,2019/04/28,NA,,Infantil,8.5,Excelente,921 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Protocolo de eliminación,Teatro,,La Caja Lista,Madrid,15,2,12 abr al 26 abr,2019/04/12,2019/04/26,NA,,Adultos,9.9,Extraordinario,54 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Estoy mayor - Nacho García,Monólogos,,Cine Palacio de la Prensa - Sala 3,Madrid,10,,27 abr al 22 jun,2019/04/27,2019/06/22,75 minutos,Castellano,Adultos,9.0,Extraordinario,597 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,HypnoErotic - Luis Pardo,Mentalismo,,Sala Ars Teatre,Barcelona,"16,50","5,50",12 abr al 31 may,2019/04/12,2019/05/31,NA,,Adultos,8.9,Excelente,57 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Tabú,Teatro,,Nave 73,Madrid,12,2,20 abr al 27 abr,2019/04/20,2019/04/27,NA,,Adultos,,,
07/04/2019 16:59,Atrapalo,teatro-danza,Madrid Roast presenta: Comedy Fight Club,Teatro,,Cine Palacio de la Prensa - Sala 3,Madrid,10,,30 may al 13 jun,2019/05/30,2019/06/13,NA,,Para todas las edades,8.6,Excelente,3 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Peter Pan,Teatro,,Teseo Teatro,Madrid,9,2,13 abr al 28 abr,2019/04/13,2019/04/28,75 minutos,Español,Infantil,9.0,Extraordinario,739 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"Clímax! - 7º Temporada, en Madrid",Comedia,,Teatro Alfil,Madrid,11,9,12 abr al 26 abr,2019/04/12,2019/04/26,85 minutos,Español,Adultos,7.7,Bueno,959 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Màgia Family,Teatro,,Eixample Teatre,Barcelona,9,9,07 abr al 28 abr,2019/04/07,2019/04/28,70 minutos,,Familiar,8.6,Excelente,819 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,La Bella Helena - Mérida en Madrid,Teatro,,Teatro Bellas Artes,Madrid,15,5,,2019/04/07,2019/04/07,80 minutos,Castellano,Adultos,9.4,Extraordinario,3 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,"Parrado - El películero, un monólogo de cine",Monólogos,,Club Capitol,Barcelona,16,2,13 abr al 11 may,2019/04/13,2019/05/11,100 minutos,Español,Adultos,9.6,Extraordinario,1147 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Im-Presio-Nante,Magia,,Sala Houdini,Madrid,14,6,20 abr al 04 may,2019/04/20,2019/05/04,NA,,Para todas las edades,9.7,Extraordinario,199 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Orgasmos - La comedia,Comedia,,Arlequín Gran Vía Teatro,Madrid,13,7,13 abr al 27 abr,2019/04/13,2019/04/27,90 minutos,Español,Adultos,7.8,Bueno,1279 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Secretos - Luis Pardo,Mentalismo,,Sala Ars Teatre,Barcelona,"16,50","5,50",13 abr al 25 may,2019/04/13,2019/05/25,NA,,Adultos,8.6,Excelente,251 opiniones
07/04/2019 16:59,Atrapalo,teatro-danza,Pijamas,Comedia,,Teatros Luchana,Madrid,10,8,13 abr al 27 abr,2019/04/13,2019/04/27,80 minutos,Español,Adultos,9.1,Extraordinario,80 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"Espectáculo medieval, cena y flamenco en Castillo Comte de Valltordera",Espectáculo,,Castell comte de Valltordera,Tordera,"12,50","9,50",13 abr al 26 oct,2019/04/13,2019/10/26,210 minutos,Español,Para todas las edades,8.8,Excelente,44 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Rapunzel: Un musical peliagudo,Teatro,,Sala Off,Valencia,15,,,2019/04/07,2019/04/07,80 min aprox.,Castellano,Infantil,9.5,Extraordinario,22 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Doña Rosita la soltera,Teatro,,Arlequín Gran Vía Teatro,Madrid,12,4,07 abr al 14 abr,2019/04/07,2019/04/14,90 minutos,,Adultos,9.6,Extraordinario,516 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,American Impro History,Teatro,,Sala Ars Teatre,Barcelona,"12,50","5,50",12 abr al 31 may,2019/04/12,2019/05/31,NA,,Adultos,9.8,Extraordinario,48 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Peter Pan,Teatro,,Eixample Teatre,Barcelona,9,9,14 abr al 28 abr,2019/04/14,2019/04/28,60 minutos,Catalán,Infantil,8.8,Excelente,88 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Lo de hablar 2 - Ángel Martín ,Monólogos,,Teatro Chocita del Loro - Senator,Madrid,15,3,13 abr al 27 abr,2019/04/13,2019/04/27,75 minutos aprox.,Español,Adultos,7.7,Bueno,279 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"Novecento, la leyenda del pianista en el océano",Teatro,,OFF de La Latina,Madrid,16,4,10 abr al 29 may,2019/04/10,2019/05/29,80 minutos,Castellano,Adultos,8.6,Excelente,51 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Padres ,Comedia,,Teatros Luchana,Madrid,12,7,13 abr al 27 abr,2019/04/13,2019/04/27,80 min,Español,Adultos,8.6,Excelente,36 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Les noies de Mossbank Road,Teatro,,La Villarroel,Barcelona,20,8,25 abr al 22 jun,2019/04/25,2019/06/22,110 minutos,Catalán,Adultos,8.6,Excelente,104 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Oscuridad,Teatro,,Sala Intemperie Teatro,Madrid,9,5,12 abr al 14 abr,2019/04/12,2019/04/14,65 minutos,Español,Adultos,9.6,Extraordinario,16 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,La Caputxeta i el llop,Teatro,,Sala Ars Teatre,Barcelona,10,2,14 abr al 28 abr,2019/04/14,2019/04/28,NA,,Infantil,8.3,Muy bueno,381 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Único espectáculo en España con 3 magos,Magia,,Sala Houdini,Madrid,23,2,12 abr al 28 jun,2019/04/12,2019/06/28,150 minutos,Español,Adultos,8.8,Excelente,272 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Tiza,Comedia,,Teatros Luchana,Madrid,12,7,12 abr al 27 abr,2019/04/12,2019/04/27,80 minutos,Español,Adultos,8.6,Excelente,222 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Magia Kids - ¡Nuevos magos!,Teatro,,Teatreneu,Barcelona,10,5,13 abr al 29 jun,2019/04/13,2019/06/29,55 minutos,,Infantil,8.3,Muy bueno,145 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"El Mentalista, Juanma González",Mentalismo,,La Escalera de Jacob,Madrid,10,2,10 abr al 25 abr,2019/04/10,2019/04/25,60 minutos,,Adultos,9.5,Extraordinario,260 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"The Gagfather, de Yllana",Comedia,,Teatro Alfil,Madrid,14,12,10 abr al 24 abr,2019/04/10,2019/04/24,90 minutos,,Adultos,8.8,Excelente,451 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,A mi manera - Gonzalo Jiménez,Monólogos,,Teatro Chocita del Loro - Senator,Madrid,12,6,10 abr al 20 abr,2019/04/10,2019/04/20,90 minutos,Español,Adultos,9.3,Extraordinario,630 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Cantajuego presenta Elena ¿Sabías qué?,Teatro,,Teatro Reina Victoria,Madrid,"15,50",,07 abr al 26 may,2019/04/07,2019/05/26,75 minutos,Castellano,Infantil,,,
07/04/2019 17:00,Atrapalo,teatro-danza,Impro Show - Cena + espectáculo,Impro,,Teatreneu,Barcelona,"25,50","9,50",11 abr al 31 may,2019/04/11,2019/05/31,90 minutos,,Adultos,8.6,Excelente,256 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"Cómo bailan los caballos andaluces, en Jerez",Danza,,Fundación Real Escuela Andaluza del Arte Ecuestre,Jerez de la Frontera,13,,09 abr al 26 dic,2019/04/09,2019/12/26,90 minutos,castellano,Para todas las edades,8.3,Muy bueno,192 opiniones
